image_path	error_labels
sample_0	TipSideRed,Spot,Ecchymosis,Crack,Toothmark
sample_1	TonguePale,Ecchymosis
sample_2	TonguePale,Toothmark,FurYellow
sample_3	TonguePale,Toothmark
sample_5	TonguePale,Ecchymosis,Toothmark
sample_6	Spot,Toothmark,FurYellow
sample_7	TipSideRed,Spot,FurYellow
sample_8	TonguePale,FurYellow
sample_9	Spot
sample_10	TonguePale,Ecchymosis,Toothmark,FurYellow
sample_11	TonguePale,Spot
sample_12	Spot,Toothmark,FurYellow
sample_13	TonguePale,TipSideRed,Ecchymosis,FurThick
sample_14	TonguePale,Ecchymosis
sample_15	TipSideRed,Spot,Toothmark
sample_16	Spot,Toothmark
sample_17	Spot,Toothmark
sample_18	TonguePale
sample_19	TonguePale,Toothmark
sample_20	Ecchymosis,FurYellow
sample_21	TonguePale,TipSideRed,Ecchymosis,FurYellow
sample_22	Toothmark
sample_23	TonguePale,TipSideRed,Spot,Ecchymosis
sample_24	Ecchymosis,Toothmark
sample_25	Toothmark
sample_26	TonguePale,Crack
sample_27	TonguePale,Ecchymosis,Crack,Toothmark,FurYellow
sample_28	TonguePale,FurYellow
sample_29	Crack,FurYellow
sample_30	TonguePale,Ecchymosis
sample_31	TonguePale
sample_32	TonguePale,Ecchymosis
sample_33	TipSideRed,Ecchymosis,Crack
sample_34	Toothmark
sample_35	TonguePale,Ecchymosis
sample_36	TonguePale,Ecchymosis
sample_37	Toothmark,FurYellow
sample_39	TonguePale,Ecchymosis
sample_40	Toothmark,FurYellow
sample_41	TonguePale,Spot
sample_42	TonguePale,Spot,FurYellow
sample_43	TonguePale,Ecchymosis,Toothmark,FurYellow
sample_44	TonguePale,Ecchymosis,FurYellow
sample_45	TonguePale,Ecchymosis,Toothmark
sample_47	TonguePale,Spot,Crack,Toothmark,FurThick
sample_48	Spot
sample_49	TonguePale,Ecchymosis,Toothmark,FurYellow
sample_50	TonguePale,Spot,Ecchymosis
sample_51	TonguePale,Ecchymosis,Toothmark,FurYellow
sample_52	TonguePale,TipSideRed,Toothmark
sample_53	TonguePale,Spot,Ecchymosis,Toothmark
sample_54	TonguePale,Ecchymosis,Toothmark
sample_55	TonguePale,Spot,Ecchymosis,FurYellow
sample_56	TonguePale,TipSideRed,FurYellow
sample_57	TonguePale
sample_58	TonguePale,Ecchymosis
sample_59	TonguePale,Spot,Ecchymosis,Toothmark
sample_60	TonguePale,Ecchymosis,FurYellow
sample_61	TonguePale,Crack,Toothmark
sample_62	TonguePale,Ecchymosis,Crack,Toothmark,FurYellow
sample_63	Spot,Ecchymosis
sample_64	TonguePale
sample_65	TonguePale,Ecchymosis
sample_66	TonguePale,TipSideRed,Toothmark,FurYellow
sample_67	Ecchymosis,Crack
sample_68	Crack
sample_69	TonguePale,Spot,Ecchymosis,Toothmark,FurYellow
sample_70	TonguePale,Ecchymosis,Toothmark,FurYellow
sample_71	TonguePale,Toothmark,FurYellow
sample_72	TonguePale,FurYellow
sample_73	TonguePale,TipSideRed,Toothmark,FurYellow
sample_74	TipSideRed,FurYellow
sample_75	TonguePale,TipSideRed,Spot,Ecchymosis,Crack,Toothmark
sample_76	Crack,FurYellow
sample_77	TonguePale
sample_78	TonguePale,Toothmark,FurYellow
sample_79	Spot,Ecchymosis,FurYellow
sample_80	TonguePale,Spot,Toothmark
sample_81	Spot,Ecchymosis,Toothmark
sample_82	TonguePale,TipSideRed,Spot,Ecchymosis,Crack,Toothmark,FurYellow
