image_path	error_labels
sample_0	TipSideRed,Ecchymosis,Crack,Toothmark
sample_1	Crack
sample_2	Ecchymosis,Toothmark,FurYellow
sample_3	TonguePale,Toothmark
sample_5	Toothmark
sample_6	TonguePale,Spot,Toothmark,FurYellow
sample_7	TipSideRed,Spot,Ecchymosis,Toothmark,FurYellow
sample_8	TonguePale
sample_9	Spot
sample_10	TonguePale,Toothmark
sample_11	TonguePale,Spot
sample_12	Spot,Toothmark
sample_13	TipSideRed,Ecchymosis,FurThick
sample_15	TipSideRed,Toothmark
sample_16	TipSideRed,Spot,Toothmark
sample_17	Toothmark
sample_18	TonguePale,FurYellow
sample_19	TonguePale,Ecchymosis,Toothmark
sample_20	FurYellow
sample_21	TipSideRed,FurYellow
sample_22	TonguePale,Toothmark
sample_23	TonguePale,TipSideRed,Spot
sample_24	TonguePale,Ecchymosis
sample_25	TonguePale,Ecchymosis,FurYellow
sample_26	TonguePale,Crack,Toothmark,FurYellow
sample_27	TonguePale,Crack,FurYellow
sample_28	TonguePale,Spot
sample_29	Crack
sample_30	TonguePale
sample_31	TonguePale,Ecchymosis
sample_32	Ecchymosis
sample_33	TipSideRed,Crack,FurYellow
sample_34	Toothmark
sample_37	Toothmark,FurYellow
sample_38	TonguePale,FurYellow
sample_39	TonguePale
sample_41	TonguePale,Toothmark
sample_42	TonguePale
sample_43	FurYellow
sample_44	TonguePale
sample_45	TonguePale,Toothmark
sample_46	TonguePale,Toothmark,FurYellow
sample_47	TonguePale,Spot,Crack,Toothmark,FurThick
sample_48	Spot,Ecchymosis,Toothmark
sample_49	TonguePale,Ecchymosis,Toothmark,FurYellow
sample_50	TonguePale,Ecchymosis
sample_51	TonguePale,FurYellow
sample_52	TipSideRed,Toothmark,FurYellow
sample_53	TonguePale,Spot,Toothmark
sample_54	TonguePale,Ecchymosis,FurYellow
sample_55	TonguePale,Spot
sample_56	TonguePale,TipSideRed,FurYellow
sample_57	TonguePale
sample_58	Ecchymosis,FurYellow
sample_59	TonguePale,Spot,Ecchymosis,Toothmark
sample_60	TonguePale,Ecchymosis,FurYellow
sample_61	TonguePale,Crack,Toothmark,FurYellow
sample_62	TonguePale,Ecchymosis,Crack,Toothmark,FurYellow
sample_63	Spot
sample_64	TonguePale,Spot,Toothmark,FurYellow
sample_65	TonguePale,Ecchymosis
sample_66	TipSideRed,Toothmark,FurYellow
sample_67	Crack
sample_68	Crack,Toothmark,FurYellow
sample_69	TonguePale,Spot,Ecchymosis,Toothmark,FurYellow
sample_70	TonguePale,Spot,Toothmark,FurYellow
sample_71	TonguePale,Toothmark,FurYellow
sample_72	TonguePale,FurYellow
sample_73	TipSideRed,Toothmark,FurYellow
sample_74	TonguePale,TipSideRed,FurYellow
sample_75	TonguePale,TipSideRed,Spot,Ecchymosis,Crack,Toothmark
