image_path	error_labels
sample_0	RedTongue,ChubbyTongue,RedDot,Toothmark,FurWhite,SmoothCoating
sample_1	PeelingCoating,RedTongue,ThinTongue,RedDot,Crack,Toothmark,FurBlack
sample_2	ChubbyTongue,RedDot,FurYellow
sample_3	ThinTongue,RedDot,Crack
sample_4	PurpleTongue,ChubbyTongue,FurYellow,SmoothCoating
sample_5	RedTongue,PurpleTongue,Crack,Toothmark,FurWhite,SmoothCoating
sample_6	ChubbyTongue,Crack,Toothmark,FurWhite
sample_7	RedDot
sample_8	RedTongue,RedDot,Crack,FurYellow
sample_9	HealthyTongue,PeelingCoating,RedTongue,ThinTongue,Toothmark,FurWhite,FurYellow,FurBlack,SmoothCoating
sample_10	Crack
sample_11	RedTongue,PurpleTongue,Crack,Toothmark,FurYellow,SmoothCoating
sample_12	RedDot,FurWhite
sample_13	PeelingCoating,RedTongue,ChubbyTongue,RedDot,Toothmark,FurWhite,FurYellow
sample_14	RedTongue,ChubbyTongue,Crack,Toothmark,FurYellow,SmoothCoating
sample_15	PurpleTongue,RedDot,Crack,Toothmark,FurWhite,SmoothCoating
sample_16	ChubbyTongue,RedDot,Crack,Toothmark,FurWhite,FurYellow
sample_17	ChubbyTongue,RedDot,Crack
sample_18	PurpleTongue,ChubbyTongue,Crack,FurWhite,SmoothCoating
sample_19	PeelingCoating,RedTongue,PurpleTongue,Toothmark,FurYellow,FurBlack
sample_20	RedTongue,ChubbyTongue
sample_21	RedTongue,ChubbyTongue,RedDot,Toothmark,FurWhite
sample_22	RedDot,Crack,Toothmark
sample_23	PeelingCoating,RedTongue,ChubbyTongue,Crack,Toothmark,FurWhite,FurYellow,FurBlack
sample_24	PurpleTongue,Crack,Toothmark,SmoothCoating
sample_25	PurpleTongue,ChubbyTongue,RedDot,Crack,FurWhite,FurBlack,SmoothCoating
sample_26	PeelingCoating,ChubbyTongue,ThinTongue,Crack,FurWhite
sample_27	PeelingCoating,ChubbyTongue,RedDot
