image_path	error_labels
sample_0	RedTongue,ChubbyTongue,ThinTongue,RedDot,FurWhite,SmoothCoating
sample_1	ThinTongue,RedDot,Crack,Toothmark
sample_2	PeelingCoating,ChubbyTongue,RedDot,Toothmark
sample_3	ThinTongue,RedDot,Crack
sample_4	PeelingCoating,PurpleTongue,ChubbyTongue,SmoothCoating
sample_5	RedTongue,PurpleTongue,ChubbyTongue,RedDot,FurWhite,SmoothCoating
sample_6	RedTongue,PurpleTongue,ChubbyTongue,Crack,Toothmark,FurWhite
sample_7	PurpleTongue,RedDot,Crack
sample_8	RedTongue,PurpleTongue,ChubbyTongue,RedDot,Crack,FurYellow,FurBlack,SmoothCoating
sample_9	PeelingCoating,RedTongue,ChubbyTongue,Toothmark,FurWhite,FurYellow,SmoothCoating
sample_10	Crack
sample_11	RedTongue,PurpleTongue,ThinTongue,Crack,Toothmark,SmoothCoating
sample_12	ChubbyTongue,RedDot,FurWhite
sample_13	RedTongue,PurpleTongue,Toothmark,FurWhite,FurYellow,SmoothCoating
sample_14	ChubbyTongue,Crack
sample_15	PurpleTongue,RedDot,Crack,Toothmark,FurWhite,SmoothCoating
sample_16	RedDot,Crack,Toothmark,FurWhite
sample_17	RedTongue,ChubbyTongue,RedDot,Crack,Toothmark
sample_18	PurpleTongue,ChubbyTongue,FurWhite,FurYellow,SmoothCoating
sample_19	PeelingCoating,PurpleTongue,ChubbyTongue,Crack,Toothmark,FurYellow,FurBlack,SmoothCoating
sample_20	RedTongue,ChubbyTongue,FurYellow
sample_21	PeelingCoating,RedTongue,ChubbyTongue,RedDot,Toothmark,FurWhite
sample_22	PeelingCoating,RedTongue,ChubbyTongue,RedDot,Crack,SmoothCoating
sample_23	PeelingCoating,RedTongue,Crack,Toothmark,FurWhite,FurYellow,SmoothCoating
sample_24	PurpleTongue,Crack,Toothmark
sample_25	PeelingCoating,Crack,FurWhite,FurYellow,FurBlack,SmoothCoating
sample_26	ChubbyTongue,Crack,FurWhite
sample_27	PeelingCoating,ChubbyTongue,RedDot,Toothmark
sample_28	RedTongue,PurpleTongue,ChubbyTongue,Toothmark,SmoothCoating
sample_29	Toothmark,SmoothCoating
sample_30	ChubbyTongue,RedDot,Crack
sample_31	PurpleTongue,ThinTongue,RedDot,Toothmark,FurYellow,SmoothCoating
sample_32	ChubbyTongue,Crack
sample_33	ChubbyTongue,Crack,Toothmark,SmoothCoating
sample_34	RedTongue,ThinTongue,RedDot,Crack,FurWhite,SmoothCoating
sample_35	PurpleTongue,ChubbyTongue,ThinTongue,Crack
sample_36	ChubbyTongue,RedDot,Crack
sample_37	ChubbyTongue,Crack,Toothmark,FurBlack,SmoothCoating
sample_38	ChubbyTongue,RedDot,Crack
sample_39	PurpleTongue,RedDot,Toothmark,FurWhite,SmoothCoating
sample_40	RedTongue,ChubbyTongue,RedDot,Crack,SmoothCoating
sample_41	Crack
sample_42	PeelingCoating,RedTongue,ChubbyTongue,RedDot,Toothmark,SmoothCoating
sample_43	RedTongue,PurpleTongue,RedDot,FurYellow,SmoothCoating
sample_44	ChubbyTongue,RedDot,Crack
sample_45	ThinTongue,Crack
sample_46	ChubbyTongue,RedDot,Crack
sample_47	PurpleTongue,ChubbyTongue,Crack,Toothmark,SmoothCoating
sample_48	PurpleTongue,ChubbyTongue,RedDot,Crack,Toothmark
sample_49	ChubbyTongue,RedDot,Crack,Toothmark,FurYellow
sample_50	RedTongue,PurpleTongue,Crack,Toothmark,FurYellow
sample_51	ChubbyTongue,RedDot,Toothmark,FurYellow
sample_52	RedTongue,RedDot,Toothmark,SmoothCoating
sample_53	ChubbyTongue,Crack
sample_54	ChubbyTongue,RedDot,Toothmark,FurYellow
sample_55	PurpleTongue,ChubbyTongue,RedDot,Crack,Toothmark,FurWhite,FurYellow
sample_56	ChubbyTongue,Toothmark,FurYellow
sample_57	ChubbyTongue,Crack
sample_58	PurpleTongue,Toothmark,SmoothCoating
sample_59	ChubbyTongue,RedDot,Crack
